vibration,current_voltage,temperature,pressure,fuel_usage,emission,torque,load_today,rpm,machine_health
8.19,326.25,60.9,7.9,34.82,0.71,111.2,100,1425,49.31
3.09,382.3,76.1,5.69,11.45,3.19,118.6,17,517,55.11
1.53,305.08,76.5,3.85,41.92,1.32,192.7,3,2449,62.07
6.47,377.53,108.1,2.05,88.04,3.43,146.2,70,981,33.69
9.92,313.01,22.7,7.46,52.65,0.44,251.9,63,1419,51.3
1.71,341.99,58.5,1.13,62.17,3.52,129.9,52,933,59.05
6.88,476.84,71.2,6.42,60.36,1.77,223.2,16,2146,42.1
8.18,299.19,108.1,3.62,32.27,0.45,189.1,12,2835,45.07
2.07,306.19,115.5,1.25,26.68,2.68,498.0,22,2791,47.14
7.92,209.47,79.3,1.75,66.84,1.05,455.5,33,2238,46.47
5.94,371.01,96.8,3.27,74.2,1.89,494.3,7,2954,34.74
2.91,459.73,67.3,3.76,62.24,2.73,389.6,25,2305,46.26
0.87,436.53,57.3,6.1,71.43,4.77,163.5,50,1194,47.84
9.96,260.2,69.4,3.8,8.69,4.64,183.0,12,1180,46.29
1.53,469.28,39.8,9.43,34.5,4.26,158.3,77,2783,38.82
4.79,293.26,96.2,9.29,31.63,2.51,245.5,39,2845,37.46
7.39,297.34,74.9,6.01,5.76,1.27,339.4,35,2693,47.35
1.65,442.29,30.5,3.85,52.62,4.02,263.9,50,2266,51.48
8.84,363.86,44.3,8.41,57.57,1.55,305.4,75,2352,34.44
9.46,303.67,57.8,3.37,9.18,4.91,389.8,78,2180,32.81
6.12,310.56,44.8,2.58,97.82,2.68,256.4,11,2276,50.51
8.41,327.11,48.3,6.17,40.94,3.38,460.7,43,2116,37.34
9.54,390.65,69.6,5.4,61.09,4.82,358.7,6,1037,29.41
3.83,438.13,26.1,4.72,11.62,0.32,351.9,27,2547,62.01
6.56,368.63,84.1,3.54,21.0,0.73,432.9,96,1184,42.57
9.47,365.3,73.1,9.52,66.13,1.04,72.2,82,1122,35.26
6.1,277.29,47.2,4.92,63.23,3.08,154.4,52,2065,48.09
6.88,409.08,31.7,2.67,70.14,3.76,256.7,97,2351,36.32
7.3,347.44,29.6,2.35,51.84,4.09,62.8,63,2167,46.87
4.0,329.41,84.1,5.3,27.03,0.6,314.8,57,2516,50.41
5.57,273.96,49.3,3.68,14.31,1.2,211.9,72,531,55.13
3.97,372.97,24.9,3.41,10.7,0.64,228.7,40,881,68.82
8.63,472.0,32.3,5.74,49.72,3.96,427.0,42,666,32.36
0.71,375.59,81.7,6.2,99.57,4.84,287.2,2,2157,43.55
4.88,375.7,44.2,5.56,47.35,4.94,287.2,46,2750,36.43
8.14,332.06,50.0,7.26,26.2,1.83,145.7,90,2276,44.73
5.65,409.86,34.6,1.13,46.45,2.22,61.8,27,600,59.1
1.58,381.06,42.7,7.64,35.94,0.46,482.3,27,2174,57.25
4.36,437.68,44.4,6.98,56.14,4.71,247.9,36,645,37.44
1.82,259.85,31.8,1.12,29.48,2.01,384.2,20,1698,71.65
2.91,448.73,29.6,9.53,59.79,1.0,68.7,73,1027,55.91
9.14,296.45,80.0,2.4,50.16,0.23,423.0,47,1037,46.43
9.41,351.94,106.9,9.34,44.89,0.52,299.2,31,2989,27.55
2.38,408.24,79.9,4.08,63.66,3.23,420.6,67,775,40.49
3.86,454.78,72.6,9.85,21.49,1.45,386.0,64,1262,43.3
1.85,353.23,56.0,4.95,47.64,2.76,292.4,39,946,53.53
1.18,277.98,47.2,8.52,43.59,3.71,359.6,11,818,55.84
1.47,285.75,57.4,5.23,82.12,2.22,313.8,94,2050,49.18
4.74,468.63,101.4,6.34,60.94,0.82,70.7,48,2672,42.35
2.7,225.71,39.8,7.59,74.42,4.9,98.8,66,603,48.03
2.13,475.77,78.7,8.21,99.07,3.28,325.6,96,876,28.5
0.32,239.53,61.0,1.19,28.67,1.23,392.2,74,1599,71.1
2.08,432.81,54.3,8.64,9.85,4.37,398.6,77,508,36.38
4.78,417.94,99.3,9.97,95.33,0.43,60.6,86,2806,30.93
4.15,256.63,90.3,9.89,88.87,1.4,148.8,2,1026,51.54
6.0,367.72,100.5,7.91,66.72,1.65,267.4,34,1812,39.49
1.89,219.38,67.1,7.16,96.21,2.42,69.2,28,990,57.46
5.18,305.06,27.2,7.83,44.62,1.78,195.9,40,692,54.95
7.98,449.11,76.6,3.96,33.26,3.73,495.3,97,1239,26.02
6.15,382.62,105.2,2.22,18.72,0.26,94.3,50,2789,48.73
7.61,283.83,114.0,7.87,48.03,2.57,349.0,72,2592,26.14
3.95,457.91,45.5,6.5,67.86,2.27,265.3,82,2004,41.61
6.83,273.97,91.5,6.96,75.87,2.61,378.2,13,1089,39.94
6.45,473.24,43.1,8.7,55.47,3.96,478.0,36,1158,32.16
3.91,298.77,64.7,7.38,82.0,1.78,465.6,81,2024,40.89
0.37,242.15,88.0,7.64,73.23,3.09,257.4,23,2953,46.62
1.88,316.2,43.9,3.57,13.44,1.82,366.2,26,2291,63.79
2.92,247.21,60.5,1.25,78.59,2.09,456.1,77,1202,51.48
2.2,421.92,24.0,1.84,72.88,3.65,381.6,25,1008,53.34
5.01,417.73,96.0,6.76,50.16,2.36,476.2,75,2103,30.96
3.31,388.88,117.7,9.22,67.92,0.75,456.5,50,2775,29.66
5.28,210.62,77.4,2.12,15.08,0.39,483.5,45,2167,56.84
2.09,422.99,75.4,2.05,8.74,4.39,311.4,28,2193,51.41
1.13,213.55,79.4,9.16,9.34,4.86,96.5,85,814,49.08
7.3,245.99,22.4,7.5,88.28,4.09,372.7,58,1517,41.01
9.82,373.04,64.5,9.43,52.7,0.82,335.6,26,1314,39.09
2.73,260.65,42.8,8.4,40.34,3.04,102.0,89,2670,47.95
3.06,375.07,109.6,5.38,79.03,3.13,473.6,50,541,29.71
4.23,277.54,117.6,6.01,95.29,0.51,307.5,39,2296,42.51
0.28,432.36,27.5,5.33,37.46,4.64,158.2,56,2301,55.63
6.05,441.38,79.8,1.27,54.08,2.33,71.2,43,1186,49.9
2.0,333.48,64.9,7.08,10.82,4.76,301.4,71,946,46.1
5.58,357.48,48.2,5.69,36.1,3.5,286.5,75,2017,42.29
3.06,270.18,61.3,3.9,35.73,1.18,344.5,91,1383,59.02
0.93,340.84,38.8,8.98,5.69,2.04,495.8,46,2907,51.99
3.08,267.01,78.2,9.77,83.25,1.47,113.6,12,807,51.43
6.45,299.06,49.4,2.22,46.24,4.95,343.6,56,942,41.95
5.0,432.37,57.8,1.05,63.94,2.14,476.1,38,1896,47.67
8.86,343.32,27.2,1.26,37.02,4.28,358.5,90,2888,32.49
0.94,301.55,68.4,1.8,11.17,3.21,444.9,86,531,51.8
7.07,216.36,109.6,6.26,47.82,0.4,72.6,47,1598,55.12
7.16,254.47,34.3,9.9,15.72,0.22,67.7,35,1769,63.66
2.56,261.14,62.8,4.44,70.15,3.09,436.0,93,1083,46.45
3.65,440.97,34.1,6.9,39.85,1.18,433.7,70,1965,50.28
6.73,364.46,37.2,9.61,24.37,4.83,360.9,60,2127,34.27
1.01,202.79,43.1,5.46,75.86,3.1,237.0,64,1258,60.52
7.43,431.09,101.1,4.18,39.41,3.81,96.2,33,1364,39.13
1.88,406.91,41.9,8.33,70.51,1.11,454.6,96,2286,43.23
5.38,238.0,59.3,4.06,9.21,0.32,356.7,15,511,61.39
8.93,450.9,114.9,8.36,30.0,4.42,341.0,99,2187,13.33
1.41,425.77,83.8,8.47,87.01,1.2,81.1,63,1538,53.62
8.87,276.15,85.3,2.0,69.44,4.08,219.2,30,1144,40.46
3.69,212.06,58.7,5.06,69.25,3.14,158.3,9,944,56.76
6.91,344.22,102.8,2.21,32.05,4.25,110.1,35,2358,40.78
8.05,436.8,43.0,5.44,51.15,2.38,454.5,79,1002,33.84
2.89,265.91,71.3,2.01,38.7,2.87,372.8,89,574,48.54
2.22,378.58,67.8,3.7,29.15,1.69,54.2,75,1350,61.12
9.02,219.86,55.8,5.68,66.28,3.65,371.0,72,1753,38.56
1.97,369.96,112.5,3.9,25.76,0.14,488.8,32,999,53.92
1.22,378.97,117.6,5.61,71.65,4.18,270.4,63,1820,40.01
9.9,449.91,63.8,1.9,14.64,2.92,485.9,21,1765,40.25
7.18,441.92,72.5,9.81,97.65,0.83,398.1,7,1036,34.49
1.52,245.2,93.8,5.88,37.62,1.03,349.0,66,2631,51.8
6.98,237.7,49.7,8.76,12.07,2.7,90.9,43,2216,52.95
8.99,238.6,38.8,4.65,70.94,2.36,492.0,2,2424,41.51
8.87,441.26,52.8,9.18,37.06,1.12,262.2,94,2222,35.19
3.06,341.1,63.3,6.27,65.62,2.01,300.8,39,2479,48.06
7.31,381.31,34.0,7.74,84.5,4.11,209.9,82,1587,34.35
9.46,465.12,47.7,5.53,48.97,4.81,172.5,31,1637,37.87
2.93,313.34,20.8,4.25,24.11,0.98,138.4,26,1635,73.75
4.77,275.51,57.8,3.77,28.66,4.3,156.8,39,2882,48.59
3.26,209.22,84.8,4.67,26.35,0.15,137.2,87,772,59.96
9.66,295.85,81.5,7.14,58.95,4.5,379.3,32,2347,25.42
8.17,303.78,105.7,1.33,72.5,3.26,334.1,41,1673,36.47
8.86,434.63,52.8,8.1,86.82,2.26,196.8,95,2361,27.8
2.03,292.81,25.2,5.89,27.49,0.97,234.9,40,2611,65.01
9.59,291.97,94.1,3.17,10.73,1.98,354.7,39,2154,41.77
4.43,478.46,111.5,9.92,7.88,1.63,440.7,82,2214,31.32
6.18,349.36,51.3,7.11,92.84,4.7,211.3,62,1187,34.51
7.35,400.65,32.9,7.87,85.52,3.31,397.0,72,1432,35.01
9.91,455.59,101.6,5.29,71.85,0.2,257.3,57,1220,34.4
9.61,413.72,107.9,4.78,38.16,2.34,213.8,79,1125,31.13
2.06,288.45,113.2,7.36,43.67,3.83,85.9,51,2670,44.01
3.8,443.51,47.1,7.92,93.7,4.28,272.7,80,2392,29.26
9.07,232.15,90.0,3.57,62.98,4.59,177.3,12,1525,43.99
4.97,210.05,79.9,4.91,26.4,1.43,329.5,94,2758,43.45
6.13,457.78,67.8,5.86,15.38,4.18,385.9,1,680,40.21
6.19,216.61,75.2,8.75,63.29,3.07,172.6,74,1878,43.39
1.99,407.53,95.0,1.04,85.37,4.7,170.0,43,2776,39.6
3.04,306.0,98.6,6.68,87.12,2.92,470.5,80,2743,30.44
0.45,259.21,95.6,9.22,88.48,3.23,320.7,52,552,39.54
5.58,229.7,28.3,4.93,59.45,1.9,379.9,54,1593,55.33
1.31,261.2,83.6,7.16,76.16,1.28,126.6,26,588,58.54
7.72,400.31,111.5,4.0,71.04,3.43,382.4,2,949,29.76
1.65,246.34,85.9,5.06,23.77,1.28,379.9,62,2390,53.19
9.26,341.65,93.9,8.31,32.79,1.43,280.1,23,1078,40.92
3.98,378.73,27.1,1.66,53.8,3.07,268.9,76,2320,52.55
6.53,400.26,110.2,3.29,13.15,1.56,495.0,56,820,37.13
4.7,461.04,74.3,8.0,81.41,2.06,290.3,90,812,32.99
8.16,464.06,57.2,2.02,78.85,4.89,95.5,99,1715,31.42
9.77,389.65,102.7,6.83,74.46,3.25,393.2,83,692,16.55
5.24,251.19,56.7,5.72,92.79,2.35,357.0,64,1755,44.55
5.53,342.34,20.8,1.88,43.03,2.64,148.9,53,1137,61.79
8.05,334.94,53.5,6.62,96.74,2.08,477.4,28,1501,40.87
2.77,411.72,49.3,6.9,17.46,1.28,265.4,53,722,56.52
5.87,433.63,33.8,8.72,16.02,1.26,417.5,88,888,44.04
3.56,201.04,44.5,9.28,33.88,1.8,441.2,48,2976,48.79
2.96,358.26,36.7,1.51,98.45,0.57,206.0,68,1849,60.29
2.2,466.23,84.7,8.55,10.11,1.76,364.2,99,1511,43.68
1.21,263.12,112.6,1.14,99.87,0.13,415.7,17,1520,61.81
7.17,420.47,45.6,5.48,26.87,4.61,337.7,9,908,42.44
8.41,450.49,113.0,8.7,20.12,0.38,97.3,31,1961,42.22
6.13,442.81,66.7,3.41,96.67,1.1,260.6,92,831,36.23
1.31,234.51,47.3,3.16,35.18,1.23,402.0,32,2902,61.35
8.24,308.12,42.9,9.35,93.01,1.32,437.1,14,1209,42.98
5.79,287.64,88.3,9.23,75.08,4.63,283.2,84,1364,30.24
1.22,235.02,41.8,1.72,11.92,2.35,220.9,99,2928,60.63
8.0,376.67,28.6,4.11,24.48,1.76,467.1,39,1172,49.44
9.3,256.69,98.9,5.18,76.36,3.75,160.8,38,1715,34.32
3.85,274.74,85.1,9.97,62.2,2.37,436.2,71,722,33.72
9.54,204.15,55.6,5.55,47.16,2.42,234.2,64,843,45.25
5.75,376.71,59.4,9.88,18.89,3.13,417.7,21,1680,42.6
9.41,398.92,73.2,1.1,39.59,3.04,114.4,31,1120,45.64
7.59,318.52,68.2,3.6,40.14,4.84,449.4,53,2384,30.39
7.67,218.23,104.8,1.15,6.91,2.38,58.8,94,1655,51.22
4.44,217.16,44.3,8.4,21.88,3.89,451.9,62,1258,49.83
8.55,416.73,26.9,6.35,39.3,2.55,401.4,14,1418,48.39
0.29,251.11,23.2,7.37,97.63,1.05,273.7,9,675,67.58
5.96,270.96,49.2,1.47,73.41,0.69,392.4,0,1777,60.58
7.66,434.17,49.4,5.08,19.23,4.85,485.7,12,1606,39.69
4.96,369.6,80.0,9.42,79.18,2.14,94.2,87,752,37.26
7.49,397.43,84.1,3.1,61.97,4.79,131.7,1,2247,38.23
5.22,392.79,51.8,1.19,13.35,0.31,109.5,73,1185,64.45
6.97,446.17,21.3,6.24,92.87,0.83,155.7,13,670,50.56
9.61,415.41,113.1,1.38,61.46,1.22,483.1,84,2161,28.35
3.37,370.62,52.1,1.56,40.04,4.36,359.0,18,1960,52.99
6.81,324.14,104.4,7.19,97.48,4.04,419.9,12,562,24.93
5.47,390.69,118.1,1.83,27.05,0.24,478.5,38,1711,50.22
9.9,399.28,26.9,4.66,37.18,4.73,101.8,59,2117,37.32
8.17,289.53,57.5,9.17,61.95,4.53,53.2,80,2717,28.77
4.29,297.64,111.8,7.46,15.14,2.32,220.6,42,2386,44.24
1.92,207.29,114.0,9.83,79.23,3.15,67.8,21,2885,42.17
2.43,418.65,22.0,7.53,74.38,3.28,449.1,11,948,47.89
0.3,416.95,99.8,1.08,95.86,3.04,179.7,18,684,51.66
4.96,383.03,80.2,9.33,26.99,2.89,324.9,5,589,41.68
1.85,291.43,90.2,5.38,57.8,0.62,184.9,8,1278,63.58
7.75,454.57,111.7,7.22,55.47,3.11,393.4,85,976,20.17
2.63,259.36,21.9,3.37,92.92,1.82,404.8,32,2681,55.58
0.36,252.72,87.4,7.28,79.09,2.47,216.2,90,2856,45.0
8.42,299.46,111.0,1.48,95.74,2.9,133.8,100,2848,25.05
9.03,376.97,107.0,4.91,68.41,0.28,497.6,81,1806,28.76
0.21,450.16,115.0,5.1,80.02,4.76,332.5,31,1522,40.51
6.64,462.07,65.8,6.94,98.89,0.49,153.9,77,2311,35.45
5.42,207.22,104.1,4.3,48.74,3.91,140.5,87,1789,41.47
3.87,374.3,65.0,8.13,5.54,4.12,404.3,14,2947,40.79
7.82,319.73,91.6,9.58,12.13,3.98,427.9,79,1998,28.58
6.94,389.69,40.2,5.39,34.14,0.43,332.6,76,2778,44.04
0.36,479.57,118.6,5.03,61.99,1.39,323.4,84,2532,36.95
6.28,451.72,81.7,4.05,95.16,2.6,470.1,64,1123,28.89
1.7,347.72,63.7,2.9,21.47,4.91,162.0,100,1124,49.46
7.48,221.41,94.4,2.82,99.48,2.22,476.2,53,930,34.93
7.87,309.75,105.6,1.14,85.0,1.36,266.4,69,2894,34.05
7.57,216.02,79.4,1.29,88.78,1.09,341.0,25,1424,51.64
6.99,249.0,39.1,2.16,72.7,0.78,83.9,16,1474,69.93
7.25,411.47,46.4,4.1,57.52,0.78,375.3,15,1032,50.78
4.34,418.74,64.2,2.21,82.44,1.67,389.1,59,1435,48.66
7.77,339.47,65.8,4.16,11.71,0.14,323.9,57,1920,53.73
1.32,363.15,104.6,8.45,74.96,2.26,114.1,17,1398,51.61
6.41,397.33,32.5,5.15,78.79,1.6,250.3,81,2285,43.14
5.92,274.56,36.2,1.68,81.29,2.85,318.9,52,2353,48.47
7.27,354.06,23.4,9.37,99.82,3.51,63.9,16,792,43.56
2.31,381.13,20.9,7.21,15.48,0.61,477.7,36,2025,62.6
8.62,352.99,112.6,7.78,40.04,0.42,225.9,29,2930,32.53
7.71,450.27,39.5,7.07,71.76,4.2,464.9,99,2796,19.2
8.17,452.4,86.8,2.69,87.02,0.59,75.0,38,2555,39.28
3.85,217.2,87.5,6.07,61.62,1.19,465.9,74,2212,44.17
9.28,236.57,97.4,6.62,16.4,2.35,55.0,27,1466,49.13
3.71,215.13,90.5,7.48,68.17,3.08,405.3,91,1949,36.87
3.76,381.88,74.2,4.15,18.32,4.63,324.2,78,727,41.09
8.82,411.47,88.6,8.4,19.67,4.72,303.6,6,1751,32.14
2.04,393.55,87.5,8.56,75.73,4.09,261.0,2,2908,37.83
0.68,334.33,45.8,7.39,27.5,4.12,333.4,74,2062,51.2
8.0,304.18,34.3,6.69,7.1,3.22,110.4,20,711,52.08
6.66,239.69,77.7,9.06,91.23,0.69,418.3,4,2480,41.36
7.36,448.68,84.4,4.34,44.05,3.66,318.5,70,1071,30.85
4.8,409.46,76.8,5.91,54.84,0.52,399.5,47,1343,46.54
3.31,382.87,106.4,5.44,5.86,3.96,345.7,81,1744,39.61
2.69,217.72,39.2,4.64,57.58,3.33,399.3,35,2811,52.51
7.37,459.68,64.5,9.01,70.22,4.25,388.8,26,2537,25.23
7.97,386.64,62.5,7.01,16.33,3.43,188.6,93,2576,31.48
7.75,381.39,31.0,3.26,49.67,1.33,202.9,84,2500,47.48
1.87,258.53,44.5,7.38,83.92,4.14,348.2,19,2419,49.31
6.8,227.53,111.5,1.43,23.08,1.05,344.7,76,1539,49.41
1.96,402.69,99.3,8.5,34.75,2.79,429.8,17,2143,41.57
7.04,229.32,77.9,7.99,64.08,3.44,137.2,38,783,41.77
4.88,212.14,93.4,8.15,64.13,2.34,413.9,36,2604,37.24
2.4,413.27,22.6,5.49,32.14,2.67,203.5,18,757,61.66
1.11,368.64,116.0,3.71,71.05,0.89,491.5,57,807,43.75
6.42,212.67,75.5,5.98,23.05,0.21,142.6,80,2898,49.67
8.74,393.43,103.5,4.02,41.78,3.35,75.6,78,758,30.91
8.39,339.49,46.8,9.89,55.8,3.79,189.0,71,1254,34.41
1.03,201.06,47.8,6.41,21.36,3.8,174.1,48,1829,64.83
9.53,434.74,112.2,1.67,86.8,2.03,372.5,0,1433,35.19
8.5,335.13,50.0,1.24,69.8,1.04,351.1,27,2080,49.91
9.11,458.41,97.6,9.57,63.69,3.48,470.4,43,2145,16.1
4.33,206.79,58.5,9.33,60.36,0.3,483.4,23,2276,53.41
1.51,315.24,28.3,4.81,71.42,1.54,214.2,63,683,59.02
6.14,308.16,57.2,9.68,64.08,1.37,178.9,33,1833,48.06
2.36,289.87,107.9,7.45,75.07,1.42,173.7,15,694,50.09
4.58,327.0,49.7,7.95,45.21,0.69,494.3,9,1523,56.33
8.1,456.04,54.1,2.97,56.33,0.82,373.9,6,2905,41.29
7.57,260.98,22.5,2.81,38.49,0.99,207.7,72,2939,53.3
3.73,206.13,54.3,8.66,78.47,4.5,416.6,32,2789,37.16
2.62,351.07,33.6,5.03,88.64,0.55,59.5,54,854,64.4
4.56,419.92,80.6,6.33,34.12,2.82,390.5,24,2428,39.18
6.03,440.17,119.1,7.86,63.32,1.35,398.2,93,1441,30.48
3.38,467.57,44.3,6.19,94.05,4.0,291.3,73,2485,33.24
1.82,451.39,36.7,8.41,88.38,2.99,325.3,7,2129,46.66
0.54,432.27,113.7,1.1,39.65,3.66,320.7,26,1516,53.67
2.09,391.23,101.7,7.4,8.21,4.36,127.2,96,2367,39.54
4.42,231.06,59.5,8.2,24.49,3.29,80.6,57,2845,47.83
9.69,225.91,112.6,8.55,54.73,3.0,309.1,89,1784,27.24
3.6,270.15,97.3,5.28,68.42,1.15,323.5,15,2166,51.34
8.62,224.32,31.6,6.2,69.34,4.37,255.3,58,828,41.21
1.48,354.41,115.8,5.74,53.39,2.63,340.2,82,1872,42.85
8.81,240.53,74.8,3.67,67.13,2.98,53.5,75,1611,46.53
5.43,245.31,60.0,7.1,19.94,3.69,317.6,76,1193,47.17
2.7,459.1,91.9,9.61,68.85,1.48,406.8,78,2071,34.21
8.95,263.19,93.8,3.08,82.66,3.43,368.0,22,1670,36.57
9.83,406.03,92.8,5.42,82.5,2.53,123.2,65,2478,28.04
0.57,243.99,117.2,7.5,30.18,1.36,449.1,15,925,53.2
0.46,368.85,48.4,8.25,87.64,3.24,223.9,16,1420,54.39
1.84,424.49,46.7,9.93,56.08,3.42,52.2,72,2839,41.63
1.05,228.62,68.5,5.95,26.97,2.57,392.2,99,2125,50.28
7.98,436.74,42.2,2.21,90.36,4.89,125.4,31,1374,42.39
1.65,316.47,68.9,5.27,82.11,3.18,459.7,77,2176,39.73
6.74,326.34,50.6,1.89,6.94,3.16,179.1,100,2142,50.35
1.13,281.6,41.0,3.53,68.52,1.27,406.8,42,1107,63.51
7.81,459.75,96.6,4.38,57.38,1.35,209.1,34,1797,40.58
8.81,407.76,96.7,3.19,77.17,2.92,350.5,52,1084,29.24
2.87,217.39,29.3,2.09,48.46,3.5,260.8,63,1706,65.13
8.48,446.49,103.3,2.04,69.52,0.37,59.4,27,1278,47.15
5.17,309.1,116.0,6.07,93.31,3.12,380.4,82,2522,22.83
9.94,459.11,35.8,7.67,39.36,1.21,451.3,9,652,38.28
7.96,449.78,110.1,5.32,31.44,0.97,300.1,62,2455,31.81
4.76,387.24,110.3,4.04,8.19,0.23,230.8,63,2024,50.23
4.79,436.72,93.9,8.78,69.58,4.49,240.1,51,2156,29.7
2.62,357.97,42.9,5.68,36.02,2.88,258.2,7,1112,58.57
0.27,266.89,23.9,7.89,87.88,0.84,340.2,24,1736,66.88
2.65,471.12,50.2,8.62,73.25,0.21,339.4,7,1435,54.71
3.28,309.59,109.7,3.13,25.62,2.3,412.2,4,1943,54.44
6.67,210.5,107.5,7.86,5.21,2.03,131.0,21,1282,52.56
9.19,418.46,49.1,8.24,11.04,0.7,51.8,65,1719,49.39
5.99,279.85,115.7,9.75,6.7,2.44,245.4,59,2050,39.87
6.48,376.24,84.9,9.35,75.44,3.84,408.3,19,1688,29.97
0.59,355.25,21.4,2.79,50.07,1.5,85.3,44,1124,74.77
2.37,415.75,38.1,1.11,84.43,0.38,119.7,90,2692,56.19
8.31,355.29,85.4,2.37,9.56,2.46,451.9,37,919,42.0
4.95,230.61,31.7,1.88,5.75,4.29,159.6,29,1380,65.34
6.33,306.8,67.1,8.24,97.6,0.31,313.0,86,1619,42.95
9.42,267.0,115.1,2.83,99.83,0.96,495.6,64,2966,24.82
7.19,453.8,70.1,5.54,83.4,0.89,483.9,33,2486,34.0
1.32,258.86,112.4,5.07,80.11,1.67,126.8,58,2336,52.42
9.45,225.01,111.5,8.26,79.9,0.91,458.8,31,1696,34.25
4.46,463.67,61.9,7.4,56.4,0.12,439.2,11,1677,51.41
9.14,451.36,79.6,8.28,12.39,4.82,270.6,73,2058,25.41
0.13,218.12,66.1,8.46,6.18,3.3,125.3,17,875,65.43
5.51,315.28,111.3,9.6,61.38,3.9,123.2,92,1659,32.66
0.87,206.28,81.3,8.2,27.94,3.07,179.0,8,750,60.5
7.39,219.46,85.8,1.48,57.32,2.46,325.2,36,570,44.19
7.56,340.12,95.5,9.98,65.91,4.57,323.0,89,967,18.27
2.41,388.34,35.7,3.09,40.4,1.45,94.9,15,2605,65.18
4.54,303.97,66.7,6.23,20.39,2.67,346.6,46,2733,45.43
5.42,284.9,74.9,6.9,60.14,4.5,424.3,78,2781,27.42
3.46,427.07,26.5,4.04,46.27,2.19,86.8,90,2152,54.0
0.69,275.17,37.6,7.87,87.17,4.84,452.3,10,2415,47.79
5.44,303.13,80.2,3.59,31.94,3.09,450.9,4,692,47.7
4.55,366.91,28.9,4.53,19.95,2.91,455.8,79,1635,50.35
1.57,476.28,61.2,4.74,76.61,4.42,284.5,37,2453,38.53
4.45,405.44,72.5,3.99,92.88,4.34,218.4,27,1643,42.23
3.44,452.11,65.8,5.07,15.45,2.8,220.4,94,1803,47.54
5.64,293.1,71.4,6.33,21.08,1.86,92.0,92,1913,51.95
0.98,238.56,79.5,7.66,11.42,0.86,76.0,94,2870,57.27
5.93,378.42,96.0,7.3,44.33,2.02,497.7,48,2345,31.98
6.57,242.15,108.3,7.34,88.57,3.92,416.7,66,2616,22.2
1.23,200.77,64.9,3.29,33.71,3.28,366.8,29,2443,59.88
8.73,360.66,111.4,1.71,23.54,1.21,498.3,57,2926,32.01
3.94,366.65,87.4,6.14,72.11,1.22,87.5,95,2150,45.89
5.76,242.33,87.6,1.88,15.83,1.04,127.6,89,2147,54.65
7.52,421.56,81.4,6.71,37.26,4.15,399.4,7,1361,37.08
4.78,222.82,65.6,5.1,34.99,0.45,113.1,24,2401,65.46
5.89,349.38,76.4,5.29,44.54,2.73,396.6,24,1637,45.26
9.36,225.1,29.7,3.46,60.6,0.56,183.4,9,1626,62.19
3.65,396.33,61.6,9.17,56.78,1.56,270.2,46,707,46.53
0.83,295.96,112.8,7.26,55.69,0.89,147.5,99,2627,45.55
3.39,393.49,81.5,4.33,11.32,3.8,138.4,48,2194,51.39
8.97,419.22,46.7,7.42,26.3,0.97,407.1,49,504,36.85
0.44,230.34,45.3,5.79,67.22,0.78,330.5,28,2946,60.13
6.24,378.39,111.3,2.67,86.09,1.21,298.0,72,556,34.77
8.45,344.44,25.6,6.44,29.27,2.24,72.3,49,2374,49.66
6.9,249.99,23.3,1.1,81.43,3.97,207.6,75,1532,54.39
4.78,224.92,46.9,9.16,72.61,2.86,198.7,18,791,50.74
3.54,479.06,23.0,5.88,22.51,2.55,247.0,85,1372,54.07
3.69,262.4,53.3,1.11,80.92,4.65,400.5,54,1220,49.93
6.96,337.53,32.8,2.77,92.0,3.9,81.7,51,1364,49.3
3.84,379.46,50.1,3.27,90.97,1.69,314.3,49,2589,45.15
2.71,239.65,88.1,4.05,48.76,4.67,67.4,72,2545,45.02
5.83,466.58,47.6,9.67,8.93,1.94,381.1,98,2099,37.66
5.7,397.96,60.8,4.48,15.43,3.41,364.6,91,1766,43.8
7.65,248.33,33.5,2.73,36.16,0.71,102.0,42,2646,60.23
2.71,387.76,64.1,4.66,95.11,3.53,354.7,98,1097,37.34
3.79,474.64,46.2,9.85,53.93,0.19,249.2,87,1942,48.63
4.6,424.91,34.5,5.69,50.61,1.6,280.1,3,2971,50.98
6.38,342.4,118.3,8.0,21.76,2.07,244.1,72,761,33.94
6.84,240.56,116.7,3.81,91.43,3.22,149.9,36,533,35.38
6.47,291.66,50.8,7.82,49.1,2.99,149.7,84,1887,43.42
8.76,460.03,21.9,8.2,95.18,1.75,51.4,100,788,34.46
1.02,453.22,50.3,9.24,83.64,2.91,332.0,75,775,38.13
5.04,362.09,118.4,7.83,23.79,4.88,259.3,82,2139,25.71
9.89,435.8,40.9,1.58,88.42,1.91,371.4,54,1908,37.18
2.92,248.66,90.2,9.5,7.75,4.39,182.3,44,1023,47.03
6.61,421.14,51.0,7.01,58.77,3.74,249.8,70,1462,37.95
8.83,286.45,55.8,6.73,97.63,1.94,453.8,84,1915,31.25
4.77,428.51,88.0,4.31,51.2,4.78,58.0,8,2613,40.73
8.37,241.25,42.4,2.83,63.59,0.15,177.8,3,2375,59.38
0.83,224.68,75.1,5.55,7.76,3.61,263.2,93,657,52.79
4.03,256.27,39.6,2.1,95.33,4.57,198.5,0,1124,55.46
4.74,369.57,108.6,2.63,71.9,3.18,447.3,13,2278,35.97
0.99,404.29,89.1,8.39,44.06,0.49,65.8,36,2253,55.69
